🏛️ Louvre Museum - Painting Collection Scraper
==================================================
병렬: 5개씩
==================================================

📋 Step 1: 작품 목록 수집...
  총 10861개 작품 예상

  페이지 1: 100개 수집됨
  페이지 2: 200개 수집됨
  페이지 3: 300개 수집됨
  페이지 4: 400개 수집됨
  페이지 5: 500개 수집됨
  페이지 6: 600개 수집됨
  배치 1921/3000 (9044개 수집됨)
  배치 1922/3000 (9049개 수집됨)
  배치 1923/3000 (9054개 수집됨)
  배치 1924/3000 (9059개 수집됨)
  배치 1925/3000 (9064개 수집됨)
  배치 1926/3000 (9069개 수집됨)
  배치 1927/3000 (9074개 수집됨)
  배치 1928/3000 (9079개 수집됨)
  배치 1929/3000 (9084개 수집됨)
  배치 1930/3000 (9089개 수집됨)
  배치 1931/3000 (9094개 수집됨)
  배치 1932/3000 (9099개 수집됨)
  배치 1933/3000 (9104개 수집됨)
  배치 1934/3000 (9109개 수집됨)
  배치 1935/3000 (9114개 수집됨)
  배치 1936/3000 (9119개 수집됨)
  배치 1937/3000 (9124개 수집됨)
  배치 1938/3000 (9129개 수집됨)
  배치 1939/3000 (9134개 수집됨)
  배치 1940/3000 (9139개 수집됨)
  배치 1941/3000 (9144개 수집됨)
  배치 1942/3000 (9149개 수집됨)
  배치 1943/3000 (9154개 수집됨)
  배치 1944/3000 (9159개 수집됨)
  배치 1945/3000 (9164개 수집됨)
  배치 1946/3000 (9169개 수집됨)
  배치 1947/3000 (9174개 수집됨)
  배치 1948/3000 (9179개 수집됨)
  배치 1949/3000 (9184개 수집됨)
  배치 1950/3000 (9189개 수집됨)
  배치 1951/3000 (9194개 수집됨)
  배치 1952/3000 (9199개 수집됨)
  배치 1953/3000 (9204개 수집됨)
  배치 1954/3000 (9209개 수집됨)
  배치 1955/3000 (9214개 수집됨)
  배치 1956/3000 (9219개 수집됨)
  배치 1957/3000 (9224개 수집됨)
  배치 1958/3000 (9229개 수집됨)
  배치 1959/3000 (9234개 수집됨)
  배치 1960/3000 (9239개 수집됨)
  배치 1961/3000 (9244개 수집됨)
  배치 1962/3000 (9249개 수집됨)
  배치 1963/3000 (9254개 수집됨)
  배치 1964/3000 (9259개 수집됨)
  배치 1965/3000 (9264개 수집됨)
  배치 1966/3000 (9269개 수집됨)
  배치 1967/3000 (9274개 수집됨)
  배치 1968/3000 (9279개 수집됨)
  배치 1969/3000 (9284개 수집됨)
  배치 1970/3000 (9289개 수집됨)
  배치 1971/3000 (9294개 수집됨)
  배치 1972/3000 (9299개 수집됨)
  배치 1973/3000 (9304개 수집됨)
  배치 1974/3000 (9309개 수집됨)
  배치 1975/3000 (9314개 수집됨)
  배치 1976/3000 (9319개 수집됨)
  배치 1977/3000 (9324개 수집됨)
  배치 1978/3000 (9329개 수집됨)
  배치 1979/3000 (9334개 수집됨)
  배치 1980/3000 (9339개 수집됨)
  배치 1981/3000 (9344개 수집됨)
  배치 1982/3000 (9349개 수집됨)
  배치 1983/3000 (9354개 수집됨)
  배치 1984/3000 (9359개 수집됨)
  배치 1985/3000 (9364개 수집됨)
  배치 1986/3000 (9369개 수집됨)
  배치 1987/3000 (9374개 수집됨)
  배치 1988/3000 (9379개 수집됨)
  배치 1989/3000 (9384개 수집됨)
  배치 1990/3000 (9389개 수집됨)
  배치 1991/3000 (9394개 수집됨)
  배치 1992/3000 (9399개 수집됨)
  배치 1993/3000 (9404개 수집됨)
  배치 1994/3000 (9409개 수집됨)
  배치 1995/3000 (9414개 수집됨)
  배치 1996/3000 (9419개 수집됨)
  배치 1997/3000 (9424개 수집됨)
  배치 1998/3000 (9429개 수집됨)
  배치 1999/3000 (9434개 수집됨)
  배치 2000/3000 (9439개 수집됨)
  배치 2001/3000 (9444개 수집됨)
  배치 2002/3000 (9449개 수집됨)
  배치 2003/3000 (9454개 수집됨)
  배치 2004/3000 (9459개 수집됨)
  배치 2005/3000 (9464개 수집됨)
  배치 2006/3000 (9469개 수집됨)
  배치 2007/3000 (9474개 수집됨)
  배치 2008/3000 (9479개 수집됨)
  배치 2009/3000 (9484개 수집됨)
  배치 2010/3000 (9489개 수집됨)
  배치 2011/3000 (9494개 수집됨)
  배치 2012/3000 (9499개 수집됨)
  배치 2013/3000 (9504개 수집됨)
  배치 2014/3000 (9509개 수집됨)
  배치 2015/3000 (9514개 수집됨)
  배치 2016/3000 (9519개 수집됨)
  배치 2017/3000 (9524개 수집됨)
  배치 2018/3000 (9529개 수집됨)
  배치 2019/3000 (9534개 수집됨)
  배치 2020/3000 (9539개 수집됨)
  배치 2021/3000 (9544개 수집됨)
  배치 2022/3000 (9549개 수집됨)
  배치 2023/3000 (9554개 수집됨)
  배치 2024/3000 (9559개 수집됨)
  배치 2025/3000 (9564개 수집됨)
  배치 2026/3000 (9569개 수집됨)
  배치 2027/3000 (9574개 수집됨)
  배치 2028/3000 (9579개 수집됨)
  배치 2029/3000 (9584개 수집됨)
  배치 2030/3000 (9589개 수집됨)
  배치 2031/3000 (9594개 수집됨)
  배치 2032/3000 (9599개 수집됨)
  배치 2033/3000 (9604개 수집됨)
  배치 2034/3000 (9609개 수집됨)
  배치 2035/3000 (9614개 수집됨)
  배치 2036/3000 (9619개 수집됨)
  배치 2037/3000 (9624개 수집됨)
  배치 2038/3000 (9629개 수집됨)
  배치 2039/3000 (9634개 수집됨)
  배치 2040/3000 (9639개 수집됨)
  배치 2041/3000 (9644개 수집됨)
  배치 2042/3000 (9649개 수집됨)
  배치 2043/3000 (9654개 수집됨)
  배치 2044/3000 (9659개 수집됨)
  배치 2045/3000 (9664개 수집됨)
  배치 2046/3000 (9669개 수집됨)
  배치 2047/3000 (9674개 수집됨)
  배치 2048/3000 (9679개 수집됨)
  배치 2049/3000 (9684개 수집됨)
  배치 2050/3000 (9689개 수집됨)
  배치 2051/3000 (9694개 수집됨)
  배치 2052/3000 (9699개 수집됨)
  배치 2053/3000 (9704개 수집됨)
  배치 2054/3000 (9709개 수집됨)
  배치 2055/3000 (9714개 수집됨)
  배치 2056/3000 (9719개 수집됨)
  배치 2057/3000 (9724개 수집됨)
  배치 2058/3000 (9729개 수집됨)
  배치 2059/3000 (9734개 수집됨)
  배치 2060/3000 (9739개 수집됨)
  배치 2061/3000 (9744개 수집됨)
  배치 2062/3000 (9749개 수집됨)
  배치 2063/3000 (9754개 수집됨)
  배치 2064/3000 (9759개 수집됨)
  배치 2065/3000 (9764개 수집됨)
  배치 2066/3000 (9769개 수집됨)
  배치 2067/3000 (9774개 수집됨)
  배치 2068/3000 (9779개 수집됨)
  배치 2069/3000 (9784개 수집됨)
  배치 2070/3000 (9789개 수집됨)
  배치 2071/3000 (9794개 수집됨)
  배치 2072/3000 (9799개 수집됨)
  배치 2073/3000 (9804개 수집됨)
  배치 2074/3000 (9809개 수집됨)
  배치 2075/3000 (9814개 수집됨)
  배치 2076/3000 (9819개 수집됨)
  배치 2077/3000 (9824개 수집됨)
  배치 2078/3000 (9829개 수집됨)
  배치 2079/3000 (9834개 수집됨)
  배치 2080/3000 (9839개 수집됨)
  배치 2081/3000 (9844개 수집됨)
  배치 2082/3000 (9849개 수집됨)
  배치 2083/3000 (9854개 수집됨)
  배치 2084/3000 (9859개 수집됨)
  배치 2085/3000 (9864개 수집됨)
  배치 2086/3000 (9869개 수집됨)
  배치 2087/3000 (9874개 수집됨)
  배치 2088/3000 (9879개 수집됨)
  배치 2089/3000 (9884개 수집됨)
  배치 2090/3000 (9889개 수집됨)
  배치 2091/3000 (9894개 수집됨)
  배치 2092/3000 (9899개 수집됨)
  배치 2093/3000 (9904개 수집됨)
  배치 2094/3000 (9909개 수집됨)
  배치 2095/3000 (9914개 수집됨)
  배치 2096/3000 (9919개 수집됨)
  배치 2097/3000 (9924개 수집됨)
  배치 2098/3000 (9929개 수집됨)
  배치 2099/3000 (9934개 수집됨)
  배치 2100/3000 (9939개 수집됨)
  배치 2101/3000 (9944개 수집됨)
  배치 2102/3000 (9949개 수집됨)
  배치 2103/3000 (9954개 수집됨)
  배치 2104/3000 (9959개 수집됨)
  배치 2105/3000 (9964개 수집됨)
  배치 2106/3000 (9969개 수집됨)
  배치 2107/3000 (9974개 수집됨)
  배치 2108/3000 (9979개 수집됨)
  배치 2109/3000 (9984개 수집됨)
  배치 2110/3000 (9989개 수집됨)
  배치 2111/3000 (9994개 수집됨)
  배치 2112/3000 (9999개 수집됨)
  배치 2113/3000 (10004개 수집됨)
  배치 2114/3000 (10009개 수집됨)
  배치 2115/3000 (10014개 수집됨)
  배치 2116/3000 (10019개 수집됨)
  배치 2117/3000 (10024개 수집됨)
  배치 2118/3000 (10029개 수집됨)
  배치 2119/3000 (10034개 수집됨)
  배치 2120/3000 (10039개 수집됨)
  배치 2121/3000 (10044개 수집됨)
  배치 2122/3000 (10049개 수집됨)
  배치 2123/3000 (10054개 수집됨)
  배치 2124/3000 (10059개 수집됨)
  배치 2125/3000 (10064개 수집됨)
  배치 2126/3000 (10069개 수집됨)
  배치 2127/3000 (10074개 수집됨)
  배치 2128/3000 (10079개 수집됨)
  배치 2129/3000 (10084개 수집됨)
  배치 2130/3000 (10089개 수집됨)
  배치 2131/3000 (10094개 수집됨)
  배치 2132/3000 (10099개 수집됨)
  배치 2133/3000 (10104개 수집됨)
  배치 2134/3000 (10109개 수집됨)
  배치 2135/3000 (10114개 수집됨)
  배치 2136/3000 (10119개 수집됨)
  배치 2137/3000 (10124개 수집됨)
  배치 2138/3000 (10129개 수집됨)
  배치 2139/3000 (10134개 수집됨)
  배치 2140/3000 (10139개 수집됨)
  배치 2141/3000 (10144개 수집됨)
  배치 2142/3000 (10149개 수집됨)
  배치 2143/3000 (10154개 수집됨)
  배치 2144/3000 (10159개 수집됨)
  배치 2145/3000 (10164개 수집됨)
  배치 2146/3000 (10169개 수집됨)
  배치 2147/3000 (10174개 수집됨)
  배치 2148/3000 (10179개 수집됨)
  배치 2149/3000 (10184개 수집됨)
  배치 2150/3000 (10189개 수집됨)
  배치 2151/3000 (10194개 수집됨)
  배치 2152/3000 (10199개 수집됨)
  배치 2153/3000 (10204개 수집됨)
  배치 2154/3000 (10209개 수집됨)
  배치 2155/3000 (10214개 수집됨)
  배치 2156/3000 (10219개 수집됨)
  배치 2157/3000 (10224개 수집됨)
  배치 2158/3000 (10229개 수집됨)
  배치 2159/3000 (10234개 수집됨)
  배치 2160/3000 (10239개 수집됨)
  배치 2161/3000 (10244개 수집됨)
  배치 2162/3000 (10249개 수집됨)
  배치 2163/3000 (10254개 수집됨)
  배치 2164/3000 (10259개 수집됨)
  배치 2165/3000 (10264개 수집됨)
  배치 2166/3000 (10269개 수집됨)
  배치 2167/3000 (10274개 수집됨)
  배치 2168/3000 (10279개 수집됨)
  배치 2169/3000 (10284개 수집됨)
  배치 2170/3000 (10289개 수집됨)
  배치 2171/3000 (10294개 수집됨)
  배치 2172/3000 (10299개 수집됨)
  배치 2173/3000 (10304개 수집됨)
  배치 2174/3000 (10309개 수집됨)
  배치 2175/3000 (10314개 수집됨)
  배치 2176/3000 (10319개 수집됨)
  배치 2177/3000 (10324개 수집됨)
  배치 2178/3000 (10329개 수집됨)
  배치 2179/3000 (10334개 수집됨)
  배치 2180/3000 (10339개 수집됨)
  배치 2181/3000 (10344개 수집됨)
  배치 2182/3000 (10349개 수집됨)
  배치 2183/3000 (10354개 수집됨)
  배치 2184/3000 (10359개 수집됨)
  배치 2185/3000 (10364개 수집됨)
  배치 2186/3000 (10369개 수집됨)
  배치 2187/3000 (10374개 수집됨)
  배치 2188/3000 (10379개 수집됨)
  배치 2189/3000 (10384개 수집됨)
  배치 2190/3000 (10389개 수집됨)
  배치 2191/3000 (10394개 수집됨)
  배치 2192/3000 (10399개 수집됨)
  배치 2193/3000 (10404개 수집됨)
  배치 2194/3000 (10409개 수집됨)
  배치 2195/3000 (10414개 수집됨)
  배치 2196/3000 (10419개 수집됨)
  배치 2197/3000 (10424개 수집됨)
  배치 2198/3000 (10429개 수집됨)
  배치 2199/3000 (10434개 수집됨)
  배치 2200/3000 (10439개 수집됨)
  배치 2201/3000 (10444개 수집됨)
  배치 2202/3000 (10449개 수집됨)
  배치 2203/3000 (10454개 수집됨)
  배치 2204/3000 (10459개 수집됨)
  배치 2205/3000 (10464개 수집됨)
  배치 2206/3000 (10469개 수집됨)
  배치 2207/3000 (10474개 수집됨)
  배치 2208/3000 (10479개 수집됨)
  배치 2209/3000 (10484개 수집됨)
  배치 2210/3000 (10489개 수집됨)
  배치 2211/3000 (10494개 수집됨)
  배치 2212/3000 (10499개 수집됨)
  배치 2213/3000 (10504개 수집됨)
  배치 2214/3000 (10509개 수집됨)
  배치 2215/3000 (10514개 수집됨)
  배치 2216/3000 (10519개 수집됨)
  배치 2217/3000 (10524개 수집됨)
  배치 2218/3000 (10529개 수집됨)
  배치 2219/3000 (10534개 수집됨)
  배치 2220/3000 (10539개 수집됨)
  배치 2221/3000 (10544개 수집됨)
  배치 2222/3000 (10549개 수집됨)
  배치 2223/3000 (10554개 수집됨)
  배치 2224/3000 (10559개 수집됨)
  배치 2225/3000 (10564개 수집됨)
  배치 2226/3000 (10569개 수집됨)
  배치 2227/3000 (10574개 수집됨)
  배치 2228/3000 (10579개 수집됨)
  배치 2229/3000 (10584개 수집됨)
  배치 2230/3000 (10589개 수집됨)
  배치 2231/3000 (10594개 수집됨)
  배치 2232/3000 (10599개 수집됨)
  배치 2233/3000 (10604개 수집됨)
  배치 2234/3000 (10609개 수집됨)
  배치 2235/3000 (10614개 수집됨)
  배치 2236/3000 (10619개 수집됨)
  배치 2237/3000 (10624개 수집됨)
  배치 2238/3000 (10629개 수집됨)
  배치 2239/3000 (10634개 수집됨)
  배치 2240/3000 (10639개 수집됨)
  배치 2241/3000 (10644개 수집됨)
  배치 2242/3000 (10649개 수집됨)
  배치 2243/3000 (10654개 수집됨)
  배치 2244/3000 (10659개 수집됨)
  배치 2245/3000 (10664개 수집됨)
  배치 2246/3000 (10669개 수집됨)
  배치 2247/3000 (10674개 수집됨)
  배치 2248/3000 (10679개 수집됨)
  배치 2249/3000 (10684개 수집됨)
  배치 2250/3000 (10689개 수집됨)
  배치 2251/3000 (10694개 수집됨)
  배치 2252/3000 (10699개 수집됨)
  배치 2253/3000 (10704개 수집됨)
  배치 2254/3000 (10709개 수집됨)
  배치 2255/3000 (10714개 수집됨)
  배치 2256/3000 (10719개 수집됨)
  배치 2257/3000 (10724개 수집됨)
  배치 2258/3000 (10729개 수집됨)
  배치 2259/3000 (10734개 수집됨)
  배치 2260/3000 (10739개 수집됨)
  배치 2261/3000 (10744개 수집됨)
  배치 2262/3000 (10749개 수집됨)
  배치 2263/3000 (10754개 수집됨)
  배치 2264/3000 (10759개 수집됨)
  배치 2265/3000 (10764개 수집됨)
  배치 2266/3000 (10769개 수집됨)
  배치 2267/3000 (10774개 수집됨)
  배치 2268/3000 (10779개 수집됨)
  배치 2269/3000 (10784개 수집됨)
  배치 2270/3000 (10789개 수집됨)
  배치 2271/3000 (10794개 수집됨)
  배치 2272/3000 (10799개 수집됨)
  배치 2273/3000 (10804개 수집됨)
  배치 2274/3000 (10809개 수집됨)
  배치 2275/3000 (10814개 수집됨)
  배치 2276/3000 (10819개 수집됨)
  배치 2277/3000 (10824개 수집됨)
  배치 2278/3000 (10829개 수집됨)
  배치 2279/3000 (10834개 수집됨)
  배치 2280/3000 (10839개 수집됨)
  배치 2281/3000 (10844개 수집됨)
  배치 2282/3000 (10849개 수집됨)
  배치 2283/3000 (10854개 수집됨)
  배치 2284/3000 (10859개 수집됨)
  배치 2285/3000 (10864개 수집됨)
  배치 2286/3000 (10869개 수집됨)
  배치 2287/3000 (10874개 수집됨)
  배치 2288/3000 (10879개 수집됨)
  배치 2289/3000 (10884개 수집됨)
  배치 2290/3000 (10889개 수집됨)
  배치 2291/3000 (10894개 수집됨)
  배치 2292/3000 (10899개 수집됨)
  배치 2293/3000 (10904개 수집됨)
  배치 2294/3000 (10909개 수집됨)
  배치 2295/3000 (10914개 수집됨)
  배치 2296/3000 (10919개 수집됨)
  배치 2297/3000 (10924개 수집됨)
  배치 2298/3000 (10929개 수집됨)
  배치 2299/3000 (10934개 수집됨)
  배치 2300/3000 (10939개 수집됨)
  배치 2301/3000 (10944개 수집됨)
  배치 2302/3000 (10949개 수집됨)
  배치 2303/3000 (10954개 수집됨)
  배치 2304/3000 (10959개 수집됨)
  배치 2305/3000 (10964개 수집됨)
  배치 2306/3000 (10969개 수집됨)
  배치 2307/3000 (10974개 수집됨)
  배치 2308/3000 (10979개 수집됨)
  배치 2309/3000 (10984개 수집됨)
  배치 2310/3000 (10989개 수집됨)
  배치 2311/3000 (10994개 수집됨)
❌ 오류: browserContext.newPage: Target page, context or browser has been closed
⚠️ 진행 상황 저장됨: 10994개
